"","out","good"
"10885","0-10-1-385;  X1, X2, X3, X4, X5, X6, X7, X8, X10",FALSE
"10886","0-10-1-386;  X1, X2, X3, X4, X5, X6, X7, X8, X10",FALSE
"10887","0-10-1-387;  X1, X2, X3, X5, X6, X7, X8",FALSE
"10888","0-10-1-388;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"10889","0-10-1-389;  X1, X2, X4, X7, X9, X10",FALSE
"10890","0-10-1-390;  X2, X4, X5, X6, X7, X8, X9, X10",FALSE
"10891","0-10-1-391;  X1, X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"10892","0-10-1-392;  X1, X3, X5, X6, X8, X9, X10",FALSE
"10893","0-10-1-393;  X2, X3, X4, X5, X6, X7, X9, X10",FALSE
"10894","0-10-1-394;  X1, X2, X5, X6, X7, X8, X9, X10",FALSE
"10895","0-10-1-395;  X1, X2, X4, X5, X7, X8, X9",FALSE
"10896","0-10-1-396;  X1, X2, X3, X4, X6, X7, X8, X10",FALSE
"10897","0-10-1-397;  X1, X2, X3, X4, X5, X6, X7, X10",FALSE
"10898","0-10-1-398;  X3, X4, X5, X7, X8, X9",FALSE
"10899","0-10-1-399;  X1, X2, X3, X6, X7, X8",FALSE
"10900","0-10-1-400;  X1, X3, X5, X6, X7, X9, X10",FALSE
"10901","0-10-1-401;  X1, X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"10902","0-10-1-402;  X1, X2, X3, X6, X7, X8, X10",FALSE
"10903","0-10-1-403;  X1, X3, X4, X5, X6, X8, X9, X10",FALSE
"10904","0-10-1-404;  X2, X3, X4, X5, X6, X7",FALSE
"10905","0-10-1-405;  X1, X2, X3, X4, X5, X8, X10",FALSE
"10906","0-10-1-406;  X1, X2, X4, X5, X6, X7, X10",FALSE
"10907","0-10-1-407;  X1, X3, X5, X6, X7, X8, X9, X10",FALSE
"10908","0-10-1-408;  X1, X2, X4, X5, X6, X7, X9, X10",FALSE
"10909","0-10-1-409;  X1, X2, X4, X6, X7, X8, X9, X10",FALSE
"10910","0-10-1-410;  X1, X2, X5, X6, X7, X8, X9",FALSE
"10911","0-10-1-411;  X1, X3, X4, X6, X7, X8, X9",FALSE
"10912","0-10-1-412;  X1, X2, X4, X5, X7, X8, X9, X10",FALSE
"10913","0-10-1-413;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"10914","0-10-1-414;  X2, X5, X6, X7, X8, X9, X10",FALSE
"10915","0-10-1-415;  X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"10916","0-10-1-416;  X1, X2, X3, X4, X5, X6, X7, X8, X10",FALSE
"10917","0-10-1-417;  X1, X2, X4, X5, X6, X7, X8",FALSE
"10918","0-10-1-418;  X2, X3, X4, X7, X8, X9",FALSE
"10919","0-10-1-419;  X1, X2, X3, X5, X7, X8, X9",FALSE
"10920","0-10-1-420;  X2, X3, X5, X6, X7, X8, X10",FALSE
"10921","0-10-1-421;  X1, X4, X5, X7, X8, X10",FALSE
"10922","0-10-1-422;  X4, X5, X6, X7, X8, X9, X10",FALSE
"10923","0-10-1-423;  X1, X2, X3, X4, X5, X7, X8, X9",FALSE
"10924","0-10-1-424;  X1, X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"10925","0-10-1-425;  X2, X3, X4, X6, X9, X10",FALSE
"10926","0-10-1-426;  X1, X2, X3, X4, X5, X7, X8, X9",FALSE
"10927","0-10-1-427;  X1, X2, X5, X6, X7, X8, X9, X10",FALSE
"10928","0-10-1-428;  X1, X2, X3, X5, X7, X9, X10",FALSE
"10929","0-10-1-429;  X2, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"10930","0-10-1-430;  X2, X4, X5, X6, X7, X8, X10",FALSE
"10931","0-10-1-431;  X1, X4, X5, X6, X8, X9, X10",FALSE
"10932","0-10-1-432;  X1, X2, X4, X5, X6, X7, X8, X10",FALSE
"10933","0-10-1-433;  X1, X2, X3, X4, X5, X7, X8",FALSE
"10934","0-10-1-434;  X1, X2, X3, X4, X5, X7, X9, X10",FALSE
"10935","0-10-1-435;  X1, X2, X3, X4, X5, X6, X8, X9, X10",FALSE
"10936","0-10-1-436;  X1, X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"10937","0-10-1-437;  X1, X2, X3, X4, X6, X7, X8, X9, X10",FALSE
"10938","0-10-1-438;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"10939","0-10-1-439;  X2, X3, X5, X6, X7, X8, X9",FALSE
"10940","0-10-1-440;  X1, X2, X3, X4, X7, X8, X9, X10",FALSE
"10941","0-10-1-441;  X1, X2, X3, X4, X6, X7, X8, X10",FALSE
"10942","0-10-1-442;  X1, X2, X3, X4, X5, X6, X7, X8",FALSE
"10943","0-10-1-443;  X1, X2, X3, X5, X6, X7, X8, X9",FALSE
"10944","0-10-1-444;  X3, X5, X6, X8, X9, X10",FALSE
"10945","0-10-1-445;  X1, X2, X4, X5, X6, X8, X9, X10",FALSE
"10946","0-10-1-446;  X2, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"10947","0-10-1-447;  X1, X2, X4, X5, X6, X8, X9, X10",FALSE
"10948","0-10-1-448;  X1, X2, X3, X6, X7, X8, X10",FALSE
"10949","0-10-1-449;  X2, X3, X5, X6, X8, X9",FALSE
"10950","0-10-1-450;  X2, X4, X5, X6, X7, X8, X10",FALSE
"10951","0-10-1-451;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"10952","0-10-1-452;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"10953","0-10-1-453;  X1, X2, X4, X5, X6, X7, X9, X10",FALSE
"10954","0-10-1-454;  X2, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"10955","0-10-1-455;  X1, X2, X4, X6, X7, X10",FALSE
"10956","0-10-1-456;  X1, X3, X4, X5, X6, X7, X9",FALSE
"10957","0-10-1-457;  X1, X2, X3, X4, X6, X8, X9, X10",FALSE
"10958","0-10-1-458;  X1, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"10959","0-10-1-459;  X1, X2, X3, X5, X6, X7, X9",FALSE
"10960","0-10-1-460;  X1, X3, X4, X5, X6, X9, X10",FALSE
"10961","0-10-1-461;  X1, X2, X3, X4, X6, X8, X9, X10",FALSE
"10962","0-10-1-462;  X1, X4, X5, X6, X7, X8, X9",FALSE
"10963","0-10-1-463;  X2, X3, X4, X6, X7, X8, X9, X10",FALSE
"10964","0-10-1-464;  X3, X4, X5, X7, X8, X9, X10",FALSE
"10965","0-10-1-465;  X1, X5, X6, X7, X8, X10",FALSE
"10966","0-10-1-466;  X1, X2, X4, X5, X6, X7, X8, X9, X10",FALSE
"10967","0-10-1-467;  X1, X2, X3, X4, X5, X6, X7, X8, X9",FALSE
"10968","0-10-1-468;  X1, X2, X3, X5, X9, X10",FALSE
"10969","0-10-1-469;  X1, X4, X5, X6, X7, X8, X9, X10",FALSE
"10970","0-10-1-470;  X1, X2, X3, X5, X7, X8, X9, X10",FALSE
"10971","0-10-1-471;  X3, X4, X6, X7, X8, X9, X10",FALSE
"10972","0-10-1-472;  X1, X5, X7, X8, X10",FALSE
"10973","0-10-1-473;  X1, X2, X4, X6, X7, X8, X10",FALSE
"10974","0-10-1-474;  X1, X2, X3, X4, X6, X8, X10",FALSE
"10975","0-10-1-475;  X2, X4, X5, X6, X8, X9, X10",FALSE
"10976","0-10-1-476;  X1, X2, X4, X5, X8, X9",FALSE
"10977","0-10-1-477;  X1, X2, X3, X4, X5, X7, X8, X10",FALSE
"10978","0-10-1-478;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"10979","0-10-1-479;  X1, X2, X3, X4, X5, X8, X9, X10",FALSE
"10980","0-10-1-480;  X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"10981","0-10-1-481;  X1, X2, X3, X4, X6, X7, X9, X10",FALSE
"10982","0-10-1-482;  X2, X3, X4, X5, X6, X8, X9, X10",FALSE
"10983","0-10-1-483;  X1, X3, X5, X6, X7, X8, X9, X10",FALSE
"10984","0-10-1-484;  X1, X5, X6, X7, X8, X10",FALSE
"10985","0-10-1-485;  X1, X3, X5, X6, X7, X8, X9, X10",FALSE
"10986","0-10-1-486;  X1, X2, X3, X4, X5, X8, X9, X10",FALSE
"10987","0-10-1-487;  X2, X4, X6, X7, X8, X9, X10",FALSE
"10988","0-10-1-488;  X1, X2, X3, X6, X7, X8, X10",FALSE
"10989","0-10-1-489;  X1, X3, X4, X6, X7, X8, X9, X10",FALSE
"10990","0-10-1-490;  X1, X3, X5, X6, X7, X9, X10",FALSE
"10991","0-10-1-491;  X1, X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"10992","0-10-1-492;  X1, X2, X3, X6, X7, X8, X9, X10",FALSE
"10993","0-10-1-493;  X1, X3, X4, X5, X7, X8, X9, X10",FALSE
"10994","0-10-1-494;  X1, X2, X3, X4, X5, X6, X7, X8, X10",FALSE
"10995","0-10-1-495;  X1, X2, X3, X4, X5, X6, X7, X8, X10",FALSE
"10996","0-10-1-496;  X3, X4, X6, X7, X8, X9",FALSE
"10997","0-10-1-497;  X1, X3, X5, X6, X7, X8, X9, X10",FALSE
"10998","0-10-1-498;  X1, X2, X4, X5, X6, X7, X9, X10",FALSE
"10999","0-10-1-499;  X1, X3, X4, X5, X6, X7, X9, X10",FALSE
"11000","0-10-1-500;  X1, X3, X4, X6, X9, X10",FALSE
"11001","0-10-5-1;  X1, X2, X4, X5, X6, X7, X8, X10",FALSE
"11002","0-10-5-2;  X1, X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"11003","0-10-5-3;  X1, X2, X3, X4, X5, X7, X8, X10",FALSE
"11004","0-10-5-4;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"11005","0-10-5-5;  X1, X2, X3, X7, X8, X9",FALSE
"11006","0-10-5-6;  X1, X2, X3, X7, X8, X9, X10",FALSE
"11007","0-10-5-7;  X2, X3, X6, X7, X8, X9",FALSE
"11008","0-10-5-8;  X1, X2, X4, X6, X7, X8, X10",FALSE
"11009","0-10-5-9;  X2, X3, X5, X6, X7, X8, X10",FALSE
"11010","0-10-5-10;  X1, X2, X4, X5, X6, X7, X9, X10",FALSE
"11011","0-10-5-11;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"11012","0-10-5-12;  X1, X2, X4, X5, X6, X7, X8, X9, X10",FALSE
"11013","0-10-5-13;  X2, X3, X4, X5, X8, X9, X10",FALSE
"11014","0-10-5-14;  X1, X2, X3, X4, X5, X7, X9, X10",FALSE
"11015","0-10-5-15;  X1, X2, X4, X5, X6, X8, X9, X10",FALSE
"11016","0-10-5-16;  X1, X3, X6, X7, X8, X9",FALSE
"11017","0-10-5-17;  X3, X4, X5, X7, X8, X10",FALSE
"11018","0-10-5-18;  X2, X4, X6, X7, X8, X9",FALSE
"11019","0-10-5-19;  X1, X2, X3, X4, X5, X6, X7, X8",FALSE
"11020","0-10-5-20;  X2, X4, X5, X6, X7, X8, X10",FALSE
"11021","0-10-5-21;  X1, X3, X4, X5, X6, X7, X10",FALSE
"11022","0-10-5-22;  X1, X3, X5, X6, X7, X8, X9, X10",FALSE
"11023","0-10-5-23;  X2, X3, X4, X6, X7, X9, X10",FALSE
"11024","0-10-5-24;  X1, X2, X3, X5, X7, X9, X10",FALSE
"11025","0-10-5-25;  X1, X3, X4, X5, X6, X7, X9, X10",FALSE
"11026","0-10-5-26;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"11027","0-10-5-27;  X1, X2, X3, X4, X5, X6, X10",FALSE
"11028","0-10-5-28;  X1, X2, X3, X5, X7, X8, X9",FALSE
"11029","0-10-5-29;  X1, X2, X4, X5, X6, X7, X8, X9, X10",FALSE
"11030","0-10-5-30;  X2, X3, X4, X5, X6, X7, X8",FALSE
"11031","0-10-5-31;  X1, X2, X3, X4, X5, X6, X9, X10",FALSE
"11032","0-10-5-32;  X1, X3, X5, X6, X8, X9, X10",FALSE
"11033","0-10-5-33;  X1, X2, X3, X4, X5, X7, X8, X9",FALSE
"11034","0-10-5-34;  X1, X3, X4, X5, X8, X9, X10",FALSE
"11035","0-10-5-35;  X1, X2, X3, X5, X6, X8, X9, X10",FALSE
"11036","0-10-5-36;  X2, X3, X6, X7, X8, X9, X10",FALSE
"11037","0-10-5-37;  X1, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11038","0-10-5-38;  X2, X4, X5, X6, X7, X8",FALSE
"11039","0-10-5-39;  X1, X2, X3, X5, X6, X7, X9",FALSE
"11040","0-10-5-40;  X1, X2, X3, X4, X5, X6, X7, X8, X10",FALSE
"11041","0-10-5-41;  X1, X2, X3, X4, X7, X8, X10",FALSE
"11042","0-10-5-42;  X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"11043","0-10-5-43;  X1, X2, X3, X4, X5, X8, X9, X10",FALSE
"11044","0-10-5-44;  X2, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11045","0-10-5-45;  X1, X4, X6, X7, X8, X10",FALSE
"11046","0-10-5-46;  X1, X2, X3, X4, X5, X8, X9",FALSE
"11047","0-10-5-47;  X1, X2, X3, X4, X5, X7, X8, X10",FALSE
"11048","0-10-5-48;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"11049","0-10-5-49;  X1, X2, X4, X6, X9, X10",FALSE
"11050","0-10-5-50;  X1, X3, X5, X6, X7, X8, X9",FALSE
"11051","0-10-5-51;  X1, X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"11052","0-10-5-52;  X1, X2, X3, X4, X5, X7, X8, X9",FALSE
"11053","0-10-5-53;  X2, X3, X4, X5, X6, X9, X10",FALSE
"11054","0-10-5-54;  X1, X2, X3, X4, X5, X7, X9",FALSE
"11055","0-10-5-55;  X1, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11056","0-10-5-56;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"11057","0-10-5-57;  X1, X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"11058","0-10-5-58;  X1, X2, X4, X5, X6, X9, X10",FALSE
"11059","0-10-5-59;  X1, X2, X4, X5, X7, X8, X9, X10",FALSE
"11060","0-10-5-60;  X1, X2, X3, X4, X6, X8, X9, X10",FALSE
"11061","0-10-5-61;  X1, X2, X3, X4, X7, X9, X10",FALSE
"11062","0-10-5-62;  X1, X2, X4, X5, X7, X10",FALSE
"11063","0-10-5-63;  X2, X3, X4, X7, X8, X9, X10",FALSE
"11064","0-10-5-64;  X1, X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"11065","0-10-5-65;  X1, X2, X4, X5, X6, X7, X8, X10",FALSE
"11066","0-10-5-66;  X1, X2, X4, X5, X6, X7, X8",FALSE
"11067","0-10-5-67;  X1, X2, X4, X5, X6, X7, X8, X10",FALSE
"11068","0-10-5-68;  X1, X2, X3, X4, X6, X7, X9",FALSE
"11069","0-10-5-69;  X2, X3, X4, X5, X6, X7, X8, X9",FALSE
"11070","0-10-5-70;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"11071","0-10-5-71;  X1, X2, X4, X6, X8, X9, X10",FALSE
"11072","0-10-5-72;  X2, X3, X4, X6, X9, X10",FALSE
"11073","0-10-5-73;  X1, X2, X3, X4, X5, X6, X7, X10",FALSE
"11074","0-10-5-74;  X1, X2, X3, X6, X7, X8, X9, X10",FALSE
"11075","0-10-5-75;  X1, X2, X4, X5, X6, X7, X9, X10",FALSE
"11076","0-10-5-76;  X2, X3, X5, X6, X8, X10",FALSE
"11077","0-10-5-77;  X1, X2, X4, X5, X6, X7, X8",FALSE
"11078","0-10-5-78;  X1, X3, X4, X5, X6, X7, X8, X9",FALSE
"11079","0-10-5-79;  X2, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11080","0-10-5-80;  X1, X3, X4, X5, X6, X7, X8, X9",FALSE
"11081","0-10-5-81;  X1, X2, X3, X5, X6, X8, X10",FALSE
"11082","0-10-5-82;  X1, X2, X3, X4, X6, X7, X9",FALSE
"11083","0-10-5-83;  X1, X2, X3, X6, X7, X8, X10",FALSE
"11084","0-10-5-84;  X1, X2, X4, X6, X7, X8, X9, X10",FALSE
"11085","0-10-5-85;  X2, X3, X4, X6, X7, X8, X9, X10",FALSE
"11086","0-10-5-86;  X1, X2, X3, X4, X5, X7, X8, X10",FALSE
"11087","0-10-5-87;  X1, X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"11088","0-10-5-88;  X2, X3, X4, X6, X7, X8, X9, X10",FALSE
"11089","0-10-5-89;  X1, X3, X4, X5, X7, X8, X9",FALSE
"11090","0-10-5-90;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"11091","0-10-5-91;  X1, X2, X3, X4, X5, X6, X7, X9, X10",FALSE
"11092","0-10-5-92;  X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11093","0-10-5-93;  X1, X2, X3, X4, X6, X7, X8, X9, X10",FALSE
"11094","0-10-5-94;  X3, X4, X5, X6, X7, X10",FALSE
"11095","0-10-5-95;  X1, X2, X3, X6, X9, X10",FALSE
"11096","0-10-5-96;  X2, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11097","0-10-5-97;  X2, X3, X4, X5, X6, X7",FALSE
"11098","0-10-5-98;  X1, X2, X7, X8, X9, X10",FALSE
"11099","0-10-5-99;  X2, X4, X5, X7, X8, X9, X10",FALSE
"11100","0-10-5-100;  X1, X2, X4, X5, X6, X7, X10",FALSE
"11101","0-10-5-101;  X1, X2, X5, X6, X7, X8, X9",FALSE
"11102","0-10-5-102;  X4, X5, X6, X7, X8, X9, X10",FALSE
"11103","0-10-5-103;  X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"11104","0-10-5-104;  X1, X2, X3, X6, X7, X8",FALSE
"11105","0-10-5-105;  X1, X3, X5, X9, X10",FALSE
"11106","0-10-5-106;  X3, X4, X5, X6, X7, X8, X9",FALSE
"11107","0-10-5-107;  X1, X4, X6, X7, X8, X10",FALSE
"11108","0-10-5-108;  X2, X3, X5, X6, X7, X9, X10",FALSE
"11109","0-10-5-109;  X2, X4, X5, X6, X8, X9, X10",FALSE
"11110","0-10-5-110;  X2, X3, X4, X5, X6, X7, X9, X10",FALSE
"11111","0-10-5-111;  X2, X3, X4, X5, X6, X8, X9, X10",FALSE
"11112","0-10-5-112;  X1, X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"11113","0-10-5-113;  X1, X2, X3, X4, X5, X6, X7, X9, X10",FALSE
"11114","0-10-5-114;  X1, X2, X3, X5, X9",FALSE
"11115","0-10-5-115;  X1, X2, X3, X4, X5, X6, X8, X9, X10",FALSE
"11116","0-10-5-116;  X3, X5, X6, X7, X8, X9, X10",FALSE
"11117","0-10-5-117;  X1, X2, X3, X4, X5, X6, X7, X8, X9",FALSE
"11118","0-10-5-118;  X1, X3, X5, X6, X7, X8, X10",FALSE
"11119","0-10-5-119;  X1, X2, X3, X4, X5, X6, X7, X9, X10",FALSE
"11120","0-10-5-120;  X1, X3, X4, X5, X6, X8, X9, X10",FALSE
"11121","0-10-5-121;  X1, X3, X4, X5, X7, X8, X9",FALSE
"11122","0-10-5-122;  X1, X2, X3, X5, X6, X8, X9, X10",FALSE
"11123","0-10-5-123;  X1, X2, X4, X5, X7, X8, X9, X10",FALSE
"11124","0-10-5-124;  X1, X3, X4, X6, X7, X8, X9, X10",FALSE
"11125","0-10-5-125;  X1, X2, X3, X4, X5, X7, X8, X10",FALSE
"11126","0-10-5-126;  X1, X2, X5, X6, X8, X10",FALSE
"11127","0-10-5-127;  X1, X2, X3, X4, X5, X9, X10",FALSE
"11128","0-10-5-128;  X1, X3, X4, X5, X6, X7, X9",FALSE
"11129","0-10-5-129;  X1, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11130","0-10-5-130;  X1, X2, X3, X4, X6, X7, X8, X9, X10",FALSE
"11131","0-10-5-131;  X1, X4, X5, X7, X8, X9, X10",FALSE
"11132","0-10-5-132;  X2, X3, X4, X5, X6, X7, X9",FALSE
"11133","0-10-5-133;  X1, X2, X5, X6, X7, X8, X9, X10",FALSE
"11134","0-10-5-134;  X1, X2, X3, X4, X5, X6, X8, X10",FALSE
"11135","0-10-5-135;  X1, X2, X3, X4, X5, X7, X8, X10",FALSE
"11136","0-10-5-136;  X1, X2, X3, X5, X7, X9, X10",FALSE
"11137","0-10-5-137;  X1, X2, X4, X5, X6, X7, X10",FALSE
"11138","0-10-5-138;  X1, X2, X4, X6, X8, X9, X10",FALSE
"11139","0-10-5-139;  X2, X3, X5, X6, X7, X9, X10",FALSE
"11140","0-10-5-140;  X1, X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"11141","0-10-5-141;  X1, X2, X4, X5, X6, X8, X9, X10",FALSE
"11142","0-10-5-142;  X2, X4, X5, X6, X7, X8",FALSE
"11143","0-10-5-143;  X1, X4, X5, X8, X9, X10",FALSE
"11144","0-10-5-144;  X2, X3, X4, X6, X7, X9, X10",FALSE
"11145","0-10-5-145;  X2, X4, X5, X6, X8, X10",FALSE
"11146","0-10-5-146;  X1, X2, X3, X4, X6, X7, X8, X9",FALSE
"11147","0-10-5-147;  X1, X3, X4, X5, X6, X9",FALSE
"11148","0-10-5-148;  X1, X2, X3, X4, X5, X6, X7, X8",FALSE
"11149","0-10-5-149;  X1, X3, X4, X5, X6, X7, X8, X9",FALSE
"11150","0-10-5-150;  X1, X2, X3, X4, X5, X6, X8, X9, X10",FALSE
"11151","0-10-5-151;  X3, X5, X7, X8, X9",FALSE
"11152","0-10-5-152;  X1, X2, X3, X4, X5, X6, X9, X10",FALSE
"11153","0-10-5-153;  X2, X3, X4, X5, X6, X9, X10",FALSE
"11154","0-10-5-154;  X1, X2, X3, X4, X5, X6, X8, X9, X10",FALSE
"11155","0-10-5-155;  X1, X3, X4, X5, X6, X8, X9",FALSE
"11156","0-10-5-156;  X2, X5, X6, X8, X9, X10",FALSE
"11157","0-10-5-157;  X4, X5, X6, X7, X8, X9, X10",FALSE
"11158","0-10-5-158;  X1, X4, X5, X6, X7, X8, X9, X10",FALSE
"11159","0-10-5-159;  X2, X3, X4, X5, X6, X7, X9, X10",FALSE
"11160","0-10-5-160;  X2, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11161","0-10-5-161;  X3, X4, X6, X7, X8, X10",FALSE
"11162","0-10-5-162;  X1, X2, X4, X5, X6, X10",FALSE
"11163","0-10-5-163;  X1, X2, X3, X4, X7, X8, X9, X10",FALSE
"11164","0-10-5-164;  X1, X3, X5, X6, X7, X8, X9, X10",FALSE
"11165","0-10-5-165;  X2, X3, X4, X5, X6, X7, X8",FALSE
"11166","0-10-5-166;  X1, X2, X3, X6, X7, X8, X10",FALSE
"11167","0-10-5-167;  X2, X3, X4, X6, X7, X8, X9, X10",FALSE
"11168","0-10-5-168;  X1, X2, X4, X7, X8, X9",FALSE
"11169","0-10-5-169;  X1, X2, X3, X5, X6, X7, X9, X10",FALSE
"11170","0-10-5-170;  X2, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11171","0-10-5-171;  X2, X3, X5, X6, X7, X8, X9",FALSE
"11172","0-10-5-172;  X1, X2, X3, X5, X6, X7, X9, X10",FALSE
"11173","0-10-5-173;  X1, X2, X3, X4, X6, X7, X8, X9",FALSE
"11174","0-10-5-174;  X1, X2, X3, X4, X5, X9, X10",FALSE
"11175","0-10-5-175;  X1, X2, X3, X4, X7, X9",FALSE
"11176","0-10-5-176;  X1, X4, X5, X6, X7, X8, X9, X10",FALSE
"11177","0-10-5-177;  X1, X2, X3, X4, X7, X8, X9, X10",FALSE
"11178","0-10-5-178;  X1, X3, X4, X6, X7, X8, X9, X10",FALSE
"11179","0-10-5-179;  X2, X3, X4, X5, X6, X7, X8, X9",FALSE
"11180","0-10-5-180;  X1, X2, X3, X4, X5, X6, X7, X8, X9, X10",TRUE
"11181","0-10-5-181;  X1, X3, X4, X6, X7, X8, X9, X10",FALSE
"11182","0-10-5-182;  X1, X3, X5, X6, X7, X8, X9, X10",FALSE
"11183","0-10-5-183;  X2, X3, X4, X5, X6, X7, X8, X10",FALSE
"11184","0-10-5-184;  X1, X2, X3, X6, X8, X9",FALSE
"11185","0-10-5-185;  X1, X2, X3, X4, X5, X6, X7, X10",FALSE
"11186","0-10-5-186;  X1, X2, X3, X4, X5, X6, X7, X8, X9",FALSE
"11187","0-10-5-187;  X1, X3, X4, X5, X6, X7, X8, X9, X10",FALSE
"11188","0-10-5-188;  X1, X2, X3, X4, X6, X8, X10",FALSE
"11189","0-10-5-189;  X1, X3, X5, X6, X7, X8, X9",FALSE
"11190","0-10-5-190;  X1, X2, X3, X4, X6, X7, X8, X9, X10",FALSE
"11191","0-10-5-191;  X2, X4, X5, X6, X7, X8, X9, X10",FALSE
"11192","0-10-5-192;  X1, X4, X5, X6, X8, X9, X10",FALSE
"11193","0-10-5-193;  X2, X4, X5, X6, X7, X8, X9, X10",FALSE
"11194","0-10-5-194;  X2, X3, X4, X5, X7, X9",FALSE
"11195","0-10-5-195;  X1, X2, X4, X5, X6, X7, X8, X9, X10",FALSE
"11196","0-10-5-196;  X1, X2, X4, X5, X6, X7, X8, X9, X10",FALSE
"11197","0-10-5-197;  X1, X3, X4, X6, X7, X8, X9",FALSE
"11198","0-10-5-198;  X1, X2, X3, X4, X5, X6, X7, X8, X10",FALSE
"11199","0-10-5-199;  X1, X2, X3, X4, X5, X7, X8, X10",FALSE
"11200","0-10-5-200;  X1, X4, X5, X6, X7, X8, X9, X10",FALSE
"11201","0-10-5-201;  X1, X4, X6, X7, X8, X10",FALSE
"11202","0-10-5-202;  X1, X2, X3, X4, X5, X6, X7, X8, X9",FALSE
"11203","0-10-5-203;  X1, X2, X3, X5, X6, X7, X9, X10",FALSE
"11204","0-10-5-204;  X1, X2, X3, X4, X5, X7, X9",FALSE
"11205","0-10-5-205;  X1, X3, X5, X6, X7, X8, X9",FALSE
"11206","0-10-5-206;  X1, X3, X4, X5, X7, X9, X10",FALSE
"11207","0-10-5-207;  X1, X2, X3, X4, X5, X6, X7, X8, X9",FALSE
"11208","0-10-5-208;  X1, X2, X3, X5, X6, X9, X10",FALSE
"11209","0-10-5-209;  X1, X2, X4, X6, X7, X9, X10",FALSE
"11210","0-10-5-210;  X1, X2, X3, X6, X7, X8, X9, X10",FALSE
"11211","0-10-5-211;  X1, X2, X5, X6, X7, X8, X9, X10",FALSE
"11212","0-10-5-212;  X2, X3, X5, X6, X7, X9, X10",FALSE
"11213","0-10-5-213;  X2, X3, X5, X6, X7, X8, X10",FALSE
"11214","0-10-5-214;  X2, X3, X4, X5, X6, X7, X9, X10",FALSE
"11215","0-10-5-215;  X2, X5, X6, X7, X8, X9, X10",FALSE
"11216","0-10-5-216;  X1, X3, X4, X6, X7, X8, X9",FALSE
"11217","0-10-5-217;  X1, X4, X6, X7, X8, X9",FALSE
"11218","0-10-5-218;  X2, X3, X4, X6, X8, X9, X10",FALSE
"11219","0-10-5-219;  X1, X2, X4, X6, X7, X9, X10",FALSE
"11220","0-10-5-220;  X1, X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"11221","0-10-5-221;  X2, X3, X4, X5, X7, X8, X9, X10",FALSE
"11222","0-10-5-222;  X1, X2, X3, X4, X7, X8, X9, X10",FALSE
"11223","0-10-5-223;  X1, X3, X5, X6, X7, X8, X9",FALSE
"11224","0-10-5-224;  X2, X3, X5, X6, X7, X8, X9, X10",FALSE
"11225","0-10-5-225;  X1, X3, X4, X5, X6, X8, X9, X10",FALSE
"11226","0-10-5-226;  X1, X2, X3, X5, X6, X8, X9, X10",FALSE
